-48,0,-96,PEDRA
-48,-1,-96,GRAMA
-48,-2,-96,PEDRA
-48,0,-95,GRAMA
-48,0,-94,PEDRA
-48,-1,-94,GRAMA
-48,0,-93,GRAMA
-48,0,-92,GRAMA
-48,0,-91,GRAMA
-48,0,-90,GRAMA
-48,1,-89,AREIA
-48,0,-89,AGUA
-48,1,-88,AREIA
-48,0,-88,AGUA
-48,2,-87,AREIA
-48,1,-87,TERRA
-48,0,-87,AGUA
-48,1,-87,AGUA
-48,2,-86,AREIA
-48,1,-86,TERRA
-48,0,-86,AGUA
-48,1,-86,AGUA
-48,1,-85,AREIA
-48,0,-85,AGUA
-48,2,-84,AREIA
-48,1,-84,TERRA
-48,0,-84,AGUA
-48,1,-84,AGUA
-48,2,-83,AREIA
-48,1,-83,TERRA
-48,0,-83,AGUA
-48,1,-83,AGUA
-48,2,-82,AREIA
-48,1,-82,TERRA
-48,0,-82,AGUA
-48,1,-82,AGUA
-48,2,-81,AREIA
-48,1,-81,TERRA
-48,0,-81,AGUA
-48,1,-81,AGUA
-47,0,-96,GRAMA
-47,0,-95,PEDRA
-47,-1,-95,GRAMA
-47,0,-94,GRAMA
-47,0,-93,GRAMA
-47,0,-92,GRAMA
-47,0,-91,GRAMA
-47,1,-90,AREIA
-47,0,-90,AGUA
-47,1,-89,AREIA
-47,0,-89,AGUA
-47,1,-88,AREIA
-47,0,-88,AGUA
-47,1,-87,AREIA
-47,0,-87,AGUA
-47,1,-86,AREIA
-47,0,-86,AGUA
-47,2,-85,AREIA
-47,1,-85,TERRA
-47,0,-85,AGUA
-47,1,-85,AGUA
-47,2,-84,AREIA
-47,1,-84,TERRA
-47,0,-84,AGUA
-47,1,-84,AGUA
-47,2,-83,AREIA
-47,1,-83,TERRA
-47,0,-83,AGUA
-47,1,-83,AGUA
-47,2,-82,AREIA
-47,1,-82,TERRA
-47,0,-82,AGUA
-47,1,-82,AGUA
-47,2,-81,AREIA
-47,1,-81,TERRA
-47,0,-81,AGUA
-47,1,-81,AGUA
-46,0,-96,PEDRA
-46,-1,-96,GRAMA
-46,0,-95,PEDRA
-46,-1,-95,GRAMA
-46,-2,-95,MADEIRA
-46,-3,-95,MADEIRA
-46,-4,-95,MADEIRA
-46,-5,-95,MADEIRA
-46,-6,-95,MADEIRA
-47,-6,-96,FOLHA
-47,-6,-95,FOLHA
-47,-6,-94,FOLHA
-46,-6,-96,FOLHA
-46,-6,-94,FOLHA
-45,-6,-96,FOLHA
-45,-6,-95,FOLHA
-45,-6,-94,FOLHA
-47,-9,-95,FOLHA
-46,-9,-96,FOLHA
-46,-9,-95,FOLHA
-46,-9,-94,FOLHA
-45,-9,-95,FOLHA
-46,0,-94,PEDRA
-46,-1,-94,GRAMA
-46,0,-93,PEDRA
-46,-1,-93,GRAMA
-46,0,-92,GRAMA
-46,0,-91,GRAMA
-46,1,-90,AREIA
-46,0,-90,AGUA
-46,1,-89,AREIA
-46,0,-89,AGUA
-46,2,-88,AREIA
-46,1,-88,TERRA
-46,0,-88,AGUA
-46,1,-88,AGUA
-46,1,-87,AREIA
-46,0,-87,AGUA
-46,2,-86,AREIA
-46,1,-86,TERRA
-46,0,-86,AGUA
-46,1,-86,AGUA
-46,2,-85,AREIA
-46,1,-85,TERRA
-46,0,-85,AGUA
-46,1,-85,AGUA
-46,2,-84,AREIA
-46,1,-84,TERRA
-46,0,-84,AGUA
-46,1,-84,AGUA
-46,2,-83,AREIA
-46,1,-83,TERRA
-46,0,-83,AGUA
-46,1,-83,AGUA
-46,2,-82,AREIA
-46,1,-82,TERRA
-46,0,-82,AGUA
-46,1,-82,AGUA
-46,2,-81,AREIA
-46,1,-81,TERRA
-46,0,-81,AGUA
-46,1,-81,AGUA
-45,0,-96,PEDRA
-45,-1,-96,GRAMA
-45,0,-95,PEDRA
-45,-1,-95,GRAMA
-45,0,-94,GRAMA
-45,0,-93,PEDRA
-45,-1,-93,GRAMA
-45,0,-92,GRAMA
-45,0,-91,GRAMA
-45,0,-90,GRAMA
-45,1,-89,AREIA
-45,0,-89,AGUA
-45,1,-88,AREIA
-45,0,-88,AGUA
-45,1,-87,AREIA
-45,0,-87,AGUA
-45,1,-86,AREIA
-45,0,-86,AGUA
-45,2,-85,AREIA
-45,1,-85,TERRA
-45,0,-85,AGUA
-45,1,-85,AGUA
-45,2,-84,AREIA
-45,1,-84,TERRA
-45,0,-84,AGUA
-45,1,-84,AGUA
-45,2,-83,AREIA
-45,1,-83,TERRA
-45,0,-83,AGUA
-45,1,-83,AGUA
-45,2,-82,AREIA
-45,1,-82,TERRA
-45,0,-82,AGUA
-45,1,-82,AGUA
-45,2,-81,AREIA
-45,1,-81,TERRA
-45,0,-81,AGUA
-45,1,-81,AGUA
-44,0,-96,PEDRA
-44,-1,-96,GRAMA
-44,0,-95,PEDRA
-44,-1,-95,GRAMA
-44,0,-94,PEDRA
-44,-1,-94,GRAMA
-44,0,-93,PEDRA
-44,-1,-93,GRAMA
-44,0,-92,GRAMA
-44,0,-91,GRAMA
-44,1,-90,AREIA
-44,0,-90,AGUA
-44,1,-89,AREIA
-44,0,-89,AGUA
-44,1,-88,AREIA
-44,0,-88,AGUA
-44,1,-87,AREIA
-44,0,-87,AGUA
-44,1,-86,AREIA
-44,0,-86,AGUA
-44,2,-85,AREIA
-44,1,-85,TERRA
-44,0,-85,AGUA
-44,1,-85,AGUA
-44,2,-84,AREIA
-44,1,-84,TERRA
-44,0,-84,AGUA
-44,1,-84,AGUA
-44,2,-83,AREIA
-44,1,-83,TERRA
-44,0,-83,AGUA
-44,1,-83,AGUA
-44,2,-82,AREIA
-44,1,-82,TERRA
-44,0,-82,AGUA
-44,1,-82,AGUA
-44,2,-81,AREIA
-44,1,-81,TERRA
-44,0,-81,AGUA
-44,1,-81,AGUA
-43,0,-96,PEDRA
-43,-1,-96,GRAMA
-43,0,-95,PEDRA
-43,-1,-95,GRAMA
-43,0,-94,GRAMA
-43,0,-93,PEDRA
-43,-1,-93,GRAMA
-43,0,-92,GRAMA
-43,0,-91,GRAMA
-43,0,-90,GRAMA
-43,1,-89,AREIA
-43,0,-89,AGUA
-43,1,-88,AREIA
-43,0,-88,AGUA
-43,1,-87,AREIA
-43,0,-87,AGUA
-43,1,-86,AREIA
-43,0,-86,AGUA
-43,2,-85,AREIA
-43,1,-85,TERRA
-43,0,-85,AGUA
-43,1,-85,AGUA
-43,2,-84,AREIA
-43,1,-84,TERRA
-43,0,-84,AGUA
-43,1,-84,AGUA
-43,2,-83,AREIA
-43,1,-83,TERRA
-43,0,-83,AGUA
-43,1,-83,AGUA
-43,2,-82,AREIA
-43,1,-82,TERRA
-43,0,-82,AGUA
-43,1,-82,AGUA
-43,2,-81,AREIA
-43,1,-81,TERRA
-43,0,-81,AGUA
-43,1,-81,AGUA
-42,0,-96,PEDRA
-42,-1,-96,GRAMA
-42,0,-95,PEDRA
-42,-1,-95,GRAMA
-42,0,-94,PEDRA
-42,-1,-94,GRAMA
-42,0,-93,PEDRA
-42,-1,-93,GRAMA
-42,0,-92,GRAMA
-42,0,-91,GRAMA
