-65,77,13,AGUA
-65,48,8,AGUA
-65,77,12,AGUA
-65,48,9,AGUA
-65,77,11,AGUA
-65,77,10,AGUA
-65,48,2,AGUA
-65,48,3,AGUA
-65,48,0,AGUA
-65,48,1,AGUA
-65,48,6,AGUA
-65,48,7,AGUA
-65,48,4,AGUA
-65,48,5,AGUA
-65,65,10,AGUA
-65,65,11,AGUA
-65,65,12,AGUA
-65,65,13,AGUA
-65,89,12,AGUA
-65,89,13,AGUA
-65,89,10,AGUA
-65,89,11,AGUA
-65,41,12,AGUA
-65,41,13,AGUA
-65,41,10,AGUA
-65,41,11,AGUA
-65,53,10,AGUA
-65,53,12,AGUA
-65,53,11,AGUA
-65,53,13,AGUA
-65,49,9,AGUA
-65,49,7,AGUA
-65,49,8,AGUA
-65,49,1,AGUA
-65,49,2,AGUA
-65,49,0,AGUA
-65,49,5,AGUA
-65,49,6,AGUA
-65,49,3,AGUA
-65,49,4,AGUA
-65,79,10,AGUA
-65,79,11,AGUA
-65,79,12,AGUA
-65,79,13,AGUA
-65,90,1,AGUA
-65,90,2,AGUA
-65,90,3,AGUA
-65,90,4,AGUA
-65,90,0,AGUA
-65,90,9,AGUA
-65,90,5,AGUA
-65,90,6,AGUA
-65,90,7,AGUA
-65,90,8,AGUA
-65,43,13,AGUA
-65,43,12,AGUA
-65,43,11,AGUA
-65,43,10,AGUA
-65,67,11,AGUA
-65,67,10,AGUA
-65,67,13,AGUA
-65,67,12,AGUA
-65,55,10,AGUA
-65,55,13,AGUA
-65,55,11,AGUA
-65,55,12,AGUA
-65,91,0,AGUA
-65,91,1,AGUA
-65,91,2,AGUA
-65,91,3,AGUA
-65,91,8,AGUA
-65,91,9,AGUA
-65,91,4,AGUA
-65,91,5,AGUA
-65,91,6,AGUA
-65,91,7,AGUA
-80,26,7,AGUA
-80,26,8,AGUA
-80,26,5,AGUA
-80,26,6,AGUA
-80,26,3,AGUA
-80,26,4,AGUA
-80,26,1,AGUA
-80,26,2,AGUA
-80,26,0,AGUA
-65,102,12,AGUA
-65,102,13,AGUA
-65,102,10,AGUA
