-33,714,1,AGUA
-48,446,0,AGUA
-48,566,1,AGUA
-48,566,0,AGUA
-33,584,1,AGUA
-48,446,9,AGUA
-48,446,5,AGUA
-48,446,6,AGUA
-48,446,7,AGUA
-48,446,8,AGUA
-48,446,1,AGUA
-48,446,2,AGUA
-48,446,3,AGUA
-48,446,4,AGUA
-33,585,1,AGUA
-48,565,2,AGUA
-48,565,1,AGUA
-48,565,0,AGUA
-48,445,6,AGUA
-48,445,7,AGUA
-48,445,8,AGUA
-48,445,9,AGUA
-48,445,2,AGUA
-48,445,3,AGUA
-48,445,4,AGUA
-48,445,5,AGUA
-33,1004,1,AGUA
-33,85,1,AGUA
-33,465,1,AGUA
-48,565,6,AGUA
-48,565,5,AGUA
-48,565,4,AGUA
-48,565,3,AGUA
-48,565,9,AGUA
-48,565,8,AGUA
-48,565,7,AGUA
-33,1244,1,AGUA
-33,225,1,AGUA
-33,834,1,AGUA
-33,1124,1,AGUA
-33,345,1,AGUA
-33,954,1,AGUA
-33,105,1,AGUA
-33,1364,1,AGUA
-48,463,15,AGUA
-48,451,15,AGUA
-48,567,0,AGUA
-48,447,8,AGUA
-48,447,9,AGUA
-48,447,4,AGUA
-48,447,5,AGUA
-48,447,6,AGUA
-48,447,7,AGUA
-48,447,0,AGUA
-48,447,1,AGUA
-48,447,2,AGUA
-48,447,3,AGUA
-33,715,1,AGUA
-33,1006,1,AGUA
-48,567,9,AGUA
-48,567,4,AGUA
-48,567,3,AGUA
-48,567,2,AGUA
-48,567,1,AGUA
-48,567,8,AGUA
-48,567,7,AGUA
-48,567,6,AGUA
-48,567,5,AGUA
-48,414,10,AGUA
-33,1125,1,AGUA
-48,414,13,AGUA
-48,414,14,AGUA
-48,414,11,AGUA
-48,414,12,AGUA
-48,414,15,AGUA
-33,200,1,AGUA
-48,566,5,AGUA
-48,566,4,AGUA
-48,566,3,AGUA
-48,566,2,AGUA
-48,566,9,AGUA
-48,566,8,AGUA
-48,566,7,AGUA
-48,566,6,AGUA
-33,586,1,AGUA
-48,426,13,AGUA
-48,426,12,AGUA
-48,426,14,AGUA
-48,420,0,AGUA
-48,420,4,AGUA
-48,420,3,AGUA
-48,426,11,AGUA
-48,420,2,AGUA
-48,426,10,AGUA
-48,420,1,AGUA
-33,320,1,AGUA
-33,1005,1,AGUA
-48,540,0,AGUA
-33,84,1,AGUA
-48,540,1,AGUA
-33,835,1,AGUA
-48,540,4,AGUA
-48,540,5,AGUA
-48,540,2,AGUA
-48,540,3,AGUA
-33,466,1,AGUA
-33,1365,1,AGUA
-33,346,1,AGUA
-48,420,8,AGUA
-48,420,7,AGUA
-48,420,6,AGUA
-48,420,5,AGUA
-33,955,1,AGUA
-48,420,9,AGUA
-33,1245,1,AGUA
-33,190,1,AGUA
-48,438,10,AGUA
-48,438,11,AGUA
-48,438,12,AGUA
-48,438,13,AGUA
-48,540,8,AGUA
-48,438,14,AGUA
-48,540,9,AGUA
-48,540,6,AGUA
-48,540,7,AGUA
-33,106,1,AGUA
-33,226,1,AGUA
-48,402,13,AGUA
-48,402,12,AGUA
-48,402,11,AGUA
-48,402,10,AGUA
-48,402,14,AGUA
-33,712,1,AGUA
-33,582,1,AGUA
-33,61,1,AGUA
-33,88,1,AGUA
-33,462,1,AGUA
-33,342,1,AGUA
-33,738,1,AGUA
-33,1029,1,AGUA
-33,618,1,AGUA
-33,1148,1,AGUA
-33,619,1,AGUA
-48,589,9,AGUA
-33,223,1,AGUA
-48,589,5,AGUA
-48,589,6,AGUA
-48,589,7,AGUA
-48,589,8,AGUA
-48,589,1,AGUA
-48,589,2,AGUA
-48,589,3,AGUA
-48,589,4,AGUA
-48,443,0,AGUA
-48,443,1,AGUA
-48,443,2,AGUA
-48,443,3,AGUA
-33,343,1,AGUA
-33,1028,1,AGUA
-48,563,0,AGUA
-48,563,4,AGUA
-48,563,3,AGUA
-33,858,1,AGUA
-48,563,2,AGUA
-48,563,1,AGUA
-33,489,1,AGUA
-33,1388,1,AGUA
-33,369,1,AGUA
-48,443,8,AGUA
-48,443,9,AGUA
-48,443,4,AGUA
-48,443,5,AGUA
-48,443,6,AGUA
-48,443,7,AGUA
-33,1002,1,AGUA
-33,103,1,AGUA
-33,978,1,AGUA
-33,1268,1,AGUA
