20,396,-1,AGUA
27,273,-1,AGUA
27,261,-1,AGUA
26,2,-1,AGUA
17,407,-1,AGUA
18,210,-1,AGUA
24,408,-1,AGUA
26,15,-1,AGUA
27,248,-1,AGUA
18,222,-1,AGUA
26,410,-1,AGUA
25,235,-1,AGUA
20,335,-1,AGUA
18,234,-1,AGUA
26,409,-1,AGUA
21,149,-1,AGUA
25,223,-1,AGUA
31,409,-1,AGUA
19,408,-1,AGUA
20,347,-1,AGUA
18,246,-1,AGUA
26,27,-1,AGUA
31,410,-1,AGUA
27,297,-1,AGUA
22,98,-1,AGUA
21,125,-1,AGUA
20,359,-1,AGUA
18,271,-1,AGUA
18,258,-1,AGUA
26,39,-1,AGUA
27,285,-1,AGUA
21,137,-1,AGUA
25,211,-1,AGUA
26,40,-1,AGUA
29,250,-1,AGUA
29,274,-1,AGUA
29,249,-1,AGUA
29,91,-1,AGUA
22,5,-1,AGUA
29,262,-1,AGUA
27,212,-1,AGUA
29,333,-1,AGUA
27,236,-1,AGUA
29,345,-1,AGUA
27,200,-1,AGUA
18,209,-1,AGUA
29,286,-1,AGUA
29,357,-1,AGUA
29,298,-1,AGUA
27,224,-1,AGUA
29,369,-1,AGUA
17,361,-1,AGUA
17,10,-1,AGUA
20,406,-1,AGUA
29,370,-1,AGUA
17,34,-1,AGUA
27,307,-1,AGUA
17,373,-1,AGUA
29,17,-1,AGUA
31,92,-1,AGUA
29,30,-1,AGUA
16,282,-1,AGUA
18,95,-1,AGUA
29,42,-1,AGUA
29,29,-1,AGUA
17,397,-1,AGUA
27,319,-1,AGUA
18,5,-1,AGUA
25,115,-1,AGUA
29,394,-1,AGUA
27,320,-1,AGUA
23,102,-1,AGUA
16,294,-1,AGUA
17,22,-1,AGUA
27,344,-1,AGUA
30,247,-1,AGUA
27,190,-1,AGUA
30,259,-1,AGUA
27,332,-1,AGUA
31,302,-1,AGUA
29,201,-1,AGUA
25,127,-1,AGUA
31,314,-1,AGUA
27,368,-1,AGUA
29,213,-1,AGUA
29,237,-1,AGUA
25,139,-1,AGUA
30,223,-1,AGUA
30,235,-1,AGUA
