32,261,16,AGUA
32,261,18,AGUA
32,261,17,AGUA
32,261,19,AGUA
32,261,21,AGUA
32,261,20,AGUA
32,261,22,AGUA
32,199,17,AGUA
32,199,18,AGUA
32,199,16,AGUA
32,199,19,AGUA
32,199,22,AGUA
32,199,20,AGUA
32,199,21,AGUA
32,187,22,AGUA
32,187,21,AGUA
32,187,20,AGUA
32,187,19,AGUA
32,187,18,AGUA
32,187,17,AGUA
32,187,16,AGUA
32,175,20,AGUA
32,175,21,AGUA
32,175,22,AGUA
32,175,16,AGUA
32,175,17,AGUA
32,175,18,AGUA
32,175,19,AGUA
32,209,16,AGUA
32,209,17,AGUA
32,209,18,AGUA
32,209,19,AGUA
32,209,20,AGUA
32,209,21,AGUA
32,209,22,AGUA
32,185,21,AGUA
32,185,22,AGUA
32,185,20,AGUA
32,185,18,AGUA
32,185,19,AGUA
32,185,16,AGUA
32,185,17,AGUA
32,173,21,AGUA
32,173,20,AGUA
32,173,22,AGUA
32,173,18,AGUA
32,173,17,AGUA
32,173,16,AGUA
32,173,19,AGUA
32,197,16,AGUA
32,197,18,AGUA
32,197,17,AGUA
32,197,19,AGUA
32,197,21,AGUA
32,197,20,AGUA
32,197,22,AGUA
32,207,22,AGUA
32,219,18,AGUA
32,219,19,AGUA
32,219,16,AGUA
32,219,17,AGUA
32,219,21,AGUA
32,219,22,AGUA
32,219,20,AGUA
32,207,21,AGUA
32,207,20,AGUA
32,207,19,AGUA
32,207,18,AGUA
32,207,17,AGUA
32,207,16,AGUA
32,182,21,AGUA
32,182,20,AGUA
32,182,22,AGUA
32,182,16,AGUA
32,182,18,AGUA
32,182,17,AGUA
32,182,19,AGUA
32,170,21,AGUA
32,170,22,AGUA
32,170,20,AGUA
32,169,20,AGUA
32,169,21,AGUA
32,169,22,AGUA
32,170,18,AGUA
32,170,19,AGUA
32,170,16,AGUA
32,170,17,AGUA
32,169,16,AGUA
32,169,17,AGUA
32,169,18,AGUA
32,169,19,AGUA
32,253,20,AGUA
32,253,21,AGUA
32,253,22,AGUA
32,253,16,AGUA
32,253,17,AGUA
32,253,18,AGUA
32,253,19,AGUA
32,241,21,AGUA
32,241,20,AGUA
32,241,22,AGUA
32,241,18,AGUA
32,241,17,AGUA
32,241,19,AGUA
32,241,16,AGUA
32,180,22,AGUA
32,180,20,AGUA
32,180,21,AGUA
32,180,19,AGUA
32,179,22,AGUA
32,179,20,AGUA
32,179,21,AGUA
32,180,16,AGUA
32,180,17,AGUA
32,180,18,AGUA
32,179,19,AGUA
32,179,17,AGUA
32,179,18,AGUA
32,179,16,AGUA
32,167,19,AGUA
32,167,18,AGUA
32,167,17,AGUA
32,167,16,AGUA
32,167,22,AGUA
32,167,21,AGUA
32,167,20,AGUA
32,263,22,AGUA
32,263,20,AGUA
32,263,21,AGUA
32,251,19,AGUA
32,251,18,AGUA
32,251,17,AGUA
32,251,16,AGUA
